customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_138719,Maria,42,M,N,Y,0.0,307892.05,4770.0,Unknown,1.0,0.0,13908.48,79875.76,66,921.0,0,0,0
CST_136252,Rodrigo,25,F,N,Y,0.0,275535.46,3370.0,Medicine staff,2.0,0.0,45737.3,91278.33,89,533.0,1,0,1
CST_154475,Finkle,34,M,Y,Y,0.0,273609.55,11814.0,Laborers,2.0,0.0,76686.92,70075.57,4,675.0,0,0,0
CST_114161,y Fabi,29,M,N,Y,1.0,211352.72,7730.0,Laborers,3.0,0.0,23352.86,48622.29,20,741.0,0,0,0
CST_101481,Edward Taylor,47,M,Y,Y,1.0,307377.34,1775.0,Laborers,3.0,1.0,43671.68,57249.07,1,659.0,0,0,0
CST_155385,Saphir,55,F,N,N,0.0,177614.57,1621.0,Medicine staff,2.0,0.0,19575.26,32220.32,49,722.0,0,0,0
CST_132376,David,55,M,N,Y,0.0,143173.94,1217.0,Laborers,2.0,0.0,17676.41,20695.94,68,725.0,0,0,0
CST_153066,Zhou,52,F,N,N,0.0,280214.86,3522.0,Unknown,2.0,0.0,40052.75,31039.17,10,718.0,0,0,0
CST_150727,Stempel,52,F,N,Y,0.0,343078.05,3232.0,Sales staff,1.0,0.0,47354.09,37640.97,63,769.0,0,0,0
CST_157726,Rothacker,52,F,N,Y,0.0,288863.01,1046.0,HR staff,2.0,1.0,21966.25,51916.89,78,657.0,0,0,0
CST_130233,Steve,24,F,Y,N,2.0,200370.97,1923.0,Managers,4.0,0.0,13789.43,36352.89,21,753.0,0,0,0
CST_160469,Moon,34,M,N,Y,2.0,109526.94,3551.0,Unknown,4.0,1.0,,26312.59,93,945.0,0,0,0
CST_151142,Mutikani,24,M,N,Y,0.0,191312.44,159.0,Unknown,2.0,1.0,18634.02,26308.35,74,893.0,0,0,0
CST_118259,Sam Cage,55,F,,Y,0.0,187317.53,365252.0,Unknown,2.0,0.0,30876.39,22488.49,33,800.0,0,0,0
CST_113831,Jonathan Spicer,28,M,Y,N,0.0,518337.75,2921.0,Drivers,2.0,0.0,25933.89,130375.33,63,744.0,0,0,0
CST_146627,Zeba,51,M,Y,N,2.0,482002.9,218.0,Laborers,4.0,0.0,13769.34,149547.75,79,936.0,0,0,0
CST_117721,Sam Forgione,48,F,N,Y,2.0,175501.88,701.0,Core staff,4.0,0.0,29703.54,61823.43,39,750.0,0,0,0
CST_129241,Sarah,30,F,N,Y,0.0,230007.49,365250.0,Unknown,2.0,0.0,9871.42,24452.71,6,683.0,0,0,0
CST_140265,Jessica,25,M,N,Y,1.0,149422.17,1471.0,Drivers,3.0,0.0,20514.22,36184.59,83,722.0,0,0,0
CST_102785,Louise Egan,49,F,N,N,1.0,221148.47,1745.0,Laborers,3.0,0.0,26184.8,62266.4,61,697.0,0,0,0
CST_147380,Chadbourn,27,F,N,Y,0.0,260269.94,2240.0,Accountants,2.0,1.0,41506.29,70920.49,55,766.0,0,0,0
CST_115769,ernard Vaughan,45,F,Y,N,0.0,261024.57,845.0,Managers,1.0,0.0,20433.66,31101.92,60,747.0,0,0,0
CST_144388,arani,54,M,Y,Y,3.0,138517.74,696.0,Sales staff,5.0,0.0,44487.6,24634.97,33,691.0,0,0,0
CST_126269,Simon Falush,27,F,N,N,0.0,107176.68,1341.0,Laborers,2.0,0.0,26578.31,21930.02,75,675.0,0,0,1
CST_153468,Ruwitch,45,M,N,Y,0.0,138553.62,1140.0,Laborers,1.0,0.0,29299.62,20386.41,27,937.0,0,0,0
CST_130060,John,34,F,N,Y,0.0,146615.66,2262.0,Medicine staff,2.0,0.0,29150.59,39152.16,10,853.0,0,0,0
CST_145643,Martin,33,M,Y,Y,1.0,218212.06,2612.0,Managers,3.0,1.0,47967.77,25829.27,25,788.0,0,0,0
CST_160047,Slater,29,F,N,Y,0.0,130815.57,3325.0,Sales staff,2.0,0.0,16248.78,34594.32,87,913.0,0,0,0
CST_132494,Oleg,47,F,N,Y,2.0,217381.19,1175.0,Laborers,4.0,0.0,23183.37,75400.31,34,663.0,0,0,0
CST_120132,Matt Scuffham,50,F,N,N,1.0,158461.33,379.0,Sales staff,3.0,0.0,42303.69,27378.13,70,661.0,0,0,0
CST_105850,ra Alper,23,F,N,Y,1.0,158044.08,3006.0,Sales staff,3.0,0.0,34123.45,57134.21,75,759.0,0,0,0
CST_160478,Cremer,44,M,N,N,0.0,266942.45,6448.0,Managers,1.0,0.0,44352.97,70334.61,6,836.0,0,0,0
CST_138729,ewich,37,F,,Y,0.0,90329.53,1725.0,Core staff,1.0,0.0,16518.29,28961.97,74,622.0,1,1,1
CST_130607,Richard,42,F,Y,Y,2.0,203115.87,2004.0,Sales staff,4.0,0.0,34324.55,64613.9,74,867.0,0,0,0
CST_109996,Christiaan Hetzner,42,M,N,Y,,209041.97,1045.0,Waiters/barmen staff,2.0,0.0,11059.51,73197.09,80,685.0,0,0,0
CST_123134,Stephen Brown,41,F,N,Y,0.0,142129.02,2196.0,Unknown,2.0,0.0,26776.17,45864.8,24,912.0,0,0,0
CST_128835,Sakari,31,F,N,N,0.0,173086.86,927.0,Managers,2.0,0.0,43233.35,35303.36,44,803.0,0,0,0
CST_162923,Wong,34,M,N,N,0.0,249308.92,,Laborers,2.0,0.0,47832.52,62677.34,8,748.0,0,0,0
CST_112418,James Topham,44,F,N,N,0.0,79873.45,4575.0,Security staff,2.0,1.0,10609.51,8280.84,8,822.0,0,0,0
CST_128157,"""John",52,M,N,Y,0.0,172900.19,469.0,Laborers,2.0,0.0,54617.84,41864.89,71,745.0,0,0,0
CST_130873,Peter,33,M,Y,Y,0.0,236602.64,820.0,Sales staff,1.0,0.0,11212.78,31434.66,28,665.0,0,0,0
CST_128131,Scott,40,M,N,N,0.0,232023.55,1797.0,Laborers,2.0,0.0,19767.38,48669.86,4,693.0,0,0,0
CST_165220,Davey,50,F,N,Y,0.0,151782.56,365250.0,Unknown,2.0,0.0,15688.78,52213.57,34,672.0,0,0,0
CST_144417,Gabriel,40,F,N,N,0.0,233704.56,523.0,Accountants,2.0,0.0,31606.52,73947.32,14,673.0,0,0,0
CST_164756,N.,30,F,N,Y,0.0,85765.53,139.0,Sales staff,2.0,1.0,9612.86,28849.99,97,512.0,0,1,1
CST_152027,Stempel,24,F,Y,Y,2.0,172711.61,201.0,Cooking staff,4.0,0.0,17146.66,32900.37,16,806.0,0,0,0
CST_161416,Seetharaman,36,M,Y,Y,0.0,266439.71,352.0,Unknown,1.0,1.0,43646.77,66118.62,97,775.0,0,0,0
CST_150452,Bergin,48,F,N,Y,0.0,115243.36,148.0,Sales staff,2.0,0.0,7517.88,37279.39,31,857.0,0,0,0
CST_131809,Carrick,51,F,N,N,0.0,321074.79,1210.0,High skill tech staff,2.0,1.0,56409.52,37444.56,84,701.0,0,0,0
CST_124801,Qing,41,M,N,Y,0.0,137691.79,1200.0,Laborers,2.0,1.0,24348.48,40921.8,78,895.0,0,0,0
CST_143875,Nicola,45,F,N,Y,0.0,160888.59,365252.0,Unknown,1.0,0.0,28538.99,50445.99,95,854.0,0,0,0
CST_160925,Raymond,41,F,N,Y,0.0,229229.17,4626.0,Unknown,2.0,0.0,21624.03,40101.38,16,917.0,0,0,0
CST_128531,Margaret,46,F,N,Y,0.0,125505.97,,Unknown,1.0,0.0,34871.0,45805.61,89,852.0,0,0,0
CST_137341,Karey,30,M,N,N,2.0,283382.1,5216.0,Core staff,4.0,0.0,42438.96,63886.47,84,656.0,0,0,0
CST_106697,Niklas Pollard,32,M,Y,N,1.0,120720.82,1074.0,Laborers,3.0,0.0,28164.26,16414.99,73,540.0,1,0,1
CST_112558,Alwyn Scott,47,F,N,Y,1.0,188769.16,1513.0,Sales staff,3.0,0.0,38647.93,72544.83,29,845.0,0,0,0
CST_109063,Edward Krudy,55,M,N,Y,1.0,244524.11,4136.0,Managers,2.0,0.0,44504.4,39180.37,52,651.0,0,0,0
CST_111341,Nicola Leske,52,F,Y,Y,0.0,156655.66,2193.0,Sales staff,2.0,1.0,27201.89,47012.48,41,719.0,0,0,0
CST_104853,Sarah Marsh,42,F,N,Y,0.0,164449.6,9524.0,High skill tech staff,2.0,0.0,41043.51,58068.5,28,872.0,0,0,0
CST_116393,Denis Pinchuk,43,M,N,N,0.0,188574.4,2218.0,Laborers,2.0,0.0,27801.46,40884.28,78,746.0,0,0,0
CST_159666,Geiger,24,F,N,N,0.0,90812.25,1854.0,Laborers,2.0,1.0,24422.29,20629.06,73,577.0,1,1,1
CST_153905,Sleiman,55,F,N,Y,0.0,223946.88,365240.0,Unknown,1.0,0.0,24908.23,43168.62,48,821.0,0,0,0
CST_146589,Darya,28,F,N,Y,0.0,257689.67,365246.0,Unknown,2.0,0.0,14031.42,70472.92,90,873.0,0,0,0
CST_147316,Lange,27,F,N,Y,0.0,118502.25,2421.0,Unknown,2.0,0.0,29383.22,27895.75,10,848.0,0,0,0
CST_143852,Anna,33,F,N,Y,0.0,188235.4,496.0,Unknown,1.0,0.0,45867.76,49490.78,95,908.0,0,0,0
CST_101876,Chang-Ran Kim,47,F,N,Y,0.0,161856.89,12547.0,Medicine staff,1.0,0.0,17875.13,27004.53,56,698.0,0,0,0
CST_142993,Andrea,51,M,N,N,2.0,285682.21,845.0,Accountants,4.0,0.0,59194.49,61982.38,92,941.0,0,0,0
CST_111936,Steven C.,55,M,N,N,0.0,89945.44,317.0,Laborers,2.0,1.0,31158.44,36313.58,54,873.0,0,0,0
CST_110724,Sarah McBride,32,M,Y,Y,1.0,172138.1,449.0,Drivers,2.0,1.0,49083.94,41796.86,57,652.0,0,0,0
CST_113415,le Paul,23,M,N,Y,0.0,225246.42,2492.0,Laborers,1.0,0.0,9949.22,37155.7,57,802.0,0,0,0
CST_153961,B.,30,F,N,N,0.0,71534.75,365246.0,Unknown,2.0,0.0,12330.79,16776.13,63,763.0,0,0,0
CST_135625,Lisa,47,M,N,N,2.0,113153.01,4398.0,High skill tech staff,3.0,1.0,8477.39,13282.55,97,890.0,0,0,0
CST_111264,le Paul,25,F,N,Y,0.0,146513.45,1067.0,Sales staff,2.0,0.0,46530.52,57418.32,84,693.0,0,0,0
CST_105608,Herbert Lash,42,F,N,Y,0.0,150800.58,2797.0,Waiters/barmen staff,2.0,0.0,26890.86,49662.05,6,720.0,0,0,0
CST_151442,Tara,50,F,N,Y,0.0,145893.04,365241.0,Unknown,2.0,0.0,40704.95,16625.64,89,655.0,0,0,0
CST_109269,Myles Neligan,35,F,Y,N,0.0,153889.17,944.0,Core staff,2.0,0.0,11760.12,42368.38,3,731.0,0,0,0
CST_164614,Herbst-Bayliss,25,F,N,N,1.0,104241.75,838.0,Laborers,3.0,1.0,18551.41,18770.61,76,517.0,1,0,1
CST_104166,Lynn Adler,24,F,Y,Y,1.0,290735.01,11507.0,Laborers,3.0,0.0,47652.77,40307.34,65,828.0,0,0,0
CST_121159,Emelia Sithole-Matarise,53,M,Y,N,0.0,325488.47,3225.0,Drivers,2.0,1.0,39640.05,38596.89,39,888.0,0,0,0
CST_142595,"""John",25,M,Y,N,0.0,74126.44,365243.0,Unknown,2.0,0.0,16016.17,12093.88,94,912.0,0,0,0
CST_139854,Diane,54,M,N,Y,0.0,116185.79,365243.0,Unknown,1.0,0.0,29715.46,14461.68,63,877.0,0,0,0
CST_135993,Andrea,45,F,Y,Y,2.0,130051.48,2907.0,High skill tech staff,4.0,0.0,34115.88,20507.05,75,825.0,0,0,0
CST_105846,Georgina Prodhan,42,M,Y,Y,0.0,281259.11,354.0,Sales staff,2.0,0.0,52037.5,35483.95,98,790.0,0,0,0
CST_136423,Nigel,44,F,N,Y,0.0,215390.64,8890.0,Sales staff,2.0,0.0,28482.27,70369.82,80,894.0,0,0,0
CST_123397,", Global",40,M,Y,N,0.0,514729.86,1118.0,Managers,2.0,0.0,56076.09,86395.85,91,656.0,0,0,0
CST_145462,Conor,51,F,N,N,0.0,195946.05,1594.0,Medicine staff,1.0,0.0,30728.19,49368.51,21,837.0,0,0,0
CST_164958,Bugge,29,F,Y,Y,2.0,112958.31,2827.0,Sales staff,4.0,1.0,18144.64,13037.97,5,852.0,0,0,0
CST_152440,Taylor,36,F,N,Y,0.0,98236.35,717.0,Private service staff,1.0,0.0,10244.48,22606.61,18,679.0,0,0,0
CST_165418,Seetharaman,38,M,Y,Y,0.0,382593.41,954.0,Managers,1.0,1.0,48125.11,55395.23,84,687.0,0,0,0
CST_102215,Tarmo Virki,35,F,N,N,,130657.65,3302.0,Sales staff,2.0,0.0,48533.89,35795.93,23,712.0,0,0,0
CST_156876,Colvin,44,M,Y,Y,0.0,282953.43,1275.0,Managers,2.0,0.0,55939.24,98093.21,62,828.0,0,0,0
CST_163613,Takada,28,F,N,Y,0.0,156251.59,600.0,Laborers,2.0,1.0,10255.16,37635.93,81,654.0,0,0,1
CST_105262,Jonathan Stempel,37,F,Y,Y,0.0,268306.08,1114.0,Unknown,2.0,0.0,10086.52,94377.1,95,901.0,0,0,0
CST_129848,Patrick,46,F,N,Y,2.0,145404.6,2573.0,Managers,4.0,0.0,33943.16,25964.08,91,815.0,0,0,0
CST_107097,Ivana Sekularac,26,M,Y,Y,0.0,123987.42,1905.0,Core staff,2.0,0.0,17900.29,20624.16,42,670.0,0,0,0
CST_157102,Menon,41,F,N,Y,0.0,194634.35,335.0,Accountants,1.0,0.0,31599.48,32550.22,97,734.0,0,0,0
CST_103632,Jan Strupczewski,26,F,N,N,0.0,174274.89,3709.0,Laborers,1.0,0.0,16892.59,27154.69,14,820.0,0,0,0
CST_139558,Dhanya,50,M,N,N,0.0,136899.61,871.0,Drivers,2.0,0.0,21402.64,42470.84,65,699.0,0,0,0
CST_123571,Gergely Szakacs,35,F,N,Y,0.0,102375.45,365245.0,Unknown,2.0,0.0,16159.31,25969.89,30,910.0,0,0,0
CST_129069,Chang-Ran,28,M,Y,Y,0.0,161433.78,942.0,Laborers,2.0,0.0,26549.64,50973.18,98,933.0,0,0,0
CST_119319,ra Alper,30,M,Y,N,2.0,260379.6,5604.0,Laborers,4.0,0.0,21244.52,37248.2,25,947.0,0,0,0
CST_148824,Roumeliotis,40,F,N,N,1.0,148268.8,4968.0,Laborers,2.0,0.0,21990.01,43158.64,47,748.0,0,0,0
CST_117116,Asli K,32,F,N,N,2.0,262975.93,1775.0,Core staff,4.0,1.0,30914.07,96527.45,37,654.0,0,0,0
CST_160088,Stempel,33,F,N,Y,2.0,124632.84,2644.0,Unknown,4.0,0.0,33609.59,24817.11,85,859.0,0,0,0
CST_117496,Rodrigo Campos,28,F,N,N,0.0,331433.04,3504.0,Cleaning staff,2.0,0.0,43170.23,82335.71,89,826.0,0,0,0
CST_159931,Rigby,44,F,N,Y,0.0,120054.39,365248.0,Unknown,2.0,0.0,23860.68,29473.63,99,900.0,0,0,0
CST_154408,Hals,50,F,N,Y,0.0,103597.43,365242.0,Unknown,1.0,0.0,11267.34,21102.24,78,939.0,0,0,0
CST_156058,Schnurr,51,F,N,Y,0.0,247932.96,282.0,Sales staff,2.0,0.0,38056.83,53380.94,72,841.0,0,0,0
CST_111081,Lauren Tara,26,F,N,N,1.0,179090.04,265.0,Unknown,3.0,0.0,11337.75,24270.98,64,867.0,0,0,0
CST_132457,Ryan,50,F,N,Y,0.0,76804.68,365250.0,Unknown,2.0,0.0,12040.69,12727.08,78,826.0,0,0,0
CST_109446,Claire Sibonney,35,F,N,Y,0.0,130495.4,365242.0,Unknown,1.0,0.0,25290.06,21106.91,2,898.0,0,0,0
CST_159912,Skariachan,48,M,N,Y,0.0,104506.22,899.0,Laborers,1.0,0.0,10716.09,28273.87,30,814.0,0,0,0
CST_131357,Tim,35,F,Y,Y,0.0,270354.31,1367.0,Core staff,2.0,0.0,19156.92,33047.97,61,692.0,0,0,0
CST_165239,Oreskovic,43,M,N,Y,0.0,120414.68,422.0,Laborers,2.0,0.0,16366.2,17526.45,70,653.0,0,0,0
CST_161663,Raymond,53,F,Y,Y,0.0,121441.05,365244.0,Unknown,2.0,0.0,31448.56,28018.14,39,834.0,0,0,0
CST_160783,Clark,25,F,N,Y,0.0,138049.66,365246.0,Unknown,2.0,0.0,44904.98,36918.72,50,813.0,0,0,0
CST_135358,Olivia,36,M,Y,N,0.0,1013421.02,65.0,Managers,2.0,0.0,75840.29,157938.53,1,840.0,0,0,0
CST_159014,Bart,52,F,Y,Y,1.0,234229.04,8414.0,Laborers,3.0,0.0,75039.53,77559.56,12,728.0,0,0,0
CST_141556,Aradhana,27,M,N,Y,0.0,133546.32,547.0,Managers,2.0,1.0,22236.85,21431.06,89,633.0,1,1,1
CST_149775,Miedema,25,F,N,Y,0.0,264331.09,1253.0,Sales staff,2.0,0.0,56055.65,80794.89,44,760.0,0,0,0
CST_115729,Alistair Barr,25,F,N,Y,0.0,201321.97,8347.0,Core staff,1.0,0.0,18944.28,44504.92,1,839.0,0,0,0
CST_103226,Alistair Scrutton,55,F,N,N,0.0,286069.38,365246.0,Unknown,2.0,0.0,25920.06,93908.07,50,833.0,0,0,0
CST_142268,Chuck,46,M,Y,N,0.0,150819.6,447.0,Core staff,2.0,1.0,13338.24,34733.61,26,725.0,0,0,0
CST_128591,Mihir,46,M,Y,Y,0.0,494268.19,1452.0,High skill tech staff,1.0,0.0,69956.08,103307.28,73,766.0,0,0,0
CST_132133,en,51,M,Y,Y,0.0,203048.82,983.0,Drivers,1.0,0.0,54242.62,29002.12,85,749.0,0,0,0
CST_101141,Grant McCool,48,F,N,N,2.0,177181.29,632.0,Core staff,4.0,0.0,13894.61,53755.31,25,861.0,0,0,0
CST_143144,Rodrigo,43,M,Y,Y,,338048.09,1446.0,Unknown,4.0,0.0,24325.22,37922.76,22,749.0,0,0,0
CST_105346,Jonathan Leff,26,F,Y,Y,,230076.96,736.0,Core staff,4.0,0.0,30532.19,31314.73,62,747.0,0,0,0
CST_137671,Ransdell,33,F,Y,Y,0.0,196597.2,1121.0,Cooking staff,2.0,0.0,64698.17,41298.96,41,750.0,0,0,0
CST_140251,Arpita,53,M,Y,Y,0.0,214328.76,1024.0,Unknown,2.0,0.0,59277.27,38322.0,14,742.0,0,0,0
CST_153247,Kaneko,53,F,N,N,1.0,57827.44,845.0,Medicine staff,3.0,0.0,20755.75,22098.14,87,737.0,0,0,0
CST_159543,Takada,32,M,Y,Y,0.0,216472.66,365244.0,Unknown,1.0,0.0,21061.82,23670.98,93,545.0,1,1,1
CST_150428,Kwok,30,F,N,Y,0.0,262057.57,3564.0,Realty agents,1.0,0.0,43685.34,86454.01,75,579.0,1,1,1
CST_120148,Andrea Shalal-Esa,38,M,Y,Y,1.0,202770.49,1664.0,Laborers,3.0,0.0,16147.81,55553.08,73,941.0,0,0,0
CST_117165,Nicola Leske,35,F,N,Y,3.0,267787.86,788.0,Core staff,5.0,1.0,17374.25,88476.74,66,685.0,0,0,0
CST_126266,Jeremy Wagstaff,36,F,N,N,1.0,118094.54,801.0,Cooking staff,2.0,1.0,10459.85,15057.7,77,928.0,0,0,0
CST_117065,ernard Vaughan,38,F,N,Y,0.0,288612.06,365247.0,Unknown,1.0,0.0,55061.21,56444.35,51,739.0,0,0,0
CST_164876,Jones,24,M,Y,Y,0.0,141632.16,1650.0,Drivers,2.0,1.0,19363.88,54347.95,61,687.0,0,0,0
CST_101696,Liana B.,40,F,N,Y,0.0,108708.52,8365.0,Managers,2.0,0.0,49783.15,37855.41,40,796.0,0,0,0
CST_124918,Alistair Scrutton,23,M,Y,Y,2.0,345587.14,853.0,Sales staff,4.0,0.0,65121.4,70921.22,17,847.0,0,0,0
CST_135101,Sarah,40,M,Y,Y,1.0,151004.34,3108.0,Drivers,3.0,0.0,15872.13,52265.67,78,867.0,0,0,0
CST_104358,Chuck Mikolajczak,26,M,,N,1.0,407650.94,1677.0,High skill tech staff,3.0,0.0,32009.49,131868.17,77,534.0,1,1,1
CST_109995,Eric Onstad,27,F,N,Y,0.0,256384.7,365251.0,Unknown,1.0,0.0,19419.41,66390.78,75,867.0,0,0,0
CST_117100,Kate Holton,32,F,Y,N,1.0,267134.78,4976.0,Core staff,3.0,0.0,55460.94,50545.06,6,872.0,0,0,0
CST_125847,Swetha Gopinath,31,F,N,Y,0.0,310160.63,3373.0,Laborers,1.0,1.0,22211.42,111487.49,74,856.0,0,0,0
CST_121890,Alexei Oreskovic,41,M,N,N,1.0,451090.99,2179.0,Core staff,3.0,0.0,20079.82,65479.22,87,901.0,0,0,0
CST_105311,Karl Plume,52,M,N,Y,1.0,532203.41,5074.0,Core staff,3.0,1.0,26490.99,101193.78,94,664.0,0,0,1
CST_147737,Buckley,25,F,N,Y,0.0,185034.84,3131.0,Medicine staff,2.0,0.0,23544.96,40298.9,18,835.0,0,0,0
CST_140792,Kristen,55,M,Y,Y,1.0,152885.74,319.0,Laborers,3.0,1.0,41650.26,35888.73,44,708.0,0,0,0
CST_162576,Brown,36,F,N,Y,0.0,233743.87,3643.0,Laborers,2.0,0.0,44063.26,73758.85,99,731.0,0,0,0
CST_145775,Caroline,25,F,Y,Y,0.0,338080.32,387.0,High skill tech staff,1.0,1.0,32792.18,67790.23,0,858.0,0,0,0
CST_108186,John McCrank,55,M,Y,N,2.0,183769.11,2430.0,Laborers,4.0,0.0,46703.73,41462.38,46,883.0,0,0,0
CST_148951,Klayman,55,M,Y,Y,0.0,204611.61,8244.0,Laborers,2.0,0.0,44995.18,63804.67,34,758.0,0,0,0
CST_155872,Davenport,38,F,N,Y,0.0,281954.75,8424.0,High skill tech staff,2.0,0.0,97209.21,46429.03,59,671.0,0,0,0
CST_130234,Sarah,33,F,N,Y,0.0,124535.92,1119.0,Laborers,2.0,1.0,35926.15,28901.65,78,536.0,1,1,1
CST_115987,Sarah N.,34,M,N,N,0.0,122644.06,1510.0,Drivers,2.0,0.0,23732.52,26122.49,11,891.0,0,0,0
CST_111676,Douglas Busvine,48,M,Y,Y,0.0,142250.74,365244.0,Unknown,2.0,0.0,50822.16,31938.78,73,791.0,0,0,0
CST_134418,Andrea,39,F,N,N,0.0,88001.43,365250.0,Unknown,2.0,0.0,14462.12,31238.43,0,652.0,0,0,0
CST_122569,Aless,34,M,Y,Y,1.0,221564.88,3434.0,Laborers,3.0,1.0,71188.57,32491.32,96,683.0,0,0,1
CST_115950,Silvio Cascione,50,F,N,Y,2.0,129684.41,1877.0,Cooking staff,4.0,0.0,18975.4,16290.77,82,574.0,1,1,1
CST_115883,Jonathan St,53,F,N,Y,1.0,125034.52,5535.0,Secretaries,3.0,0.0,43481.75,42560.24,42,933.0,0,0,0
CST_148830,Strupczewski,26,M,Y,Y,0.0,96719.51,4704.0,Laborers,2.0,0.0,20417.01,21856.55,63,817.0,0,0,0
CST_107171,Gavin Jones,51,F,Y,Y,0.0,229791.69,365240.0,Unknown,2.0,0.0,29744.36,53135.93,74,885.0,0,0,0
CST_119988,Yoko Kubota,37,M,Y,Y,0.0,197124.41,2084.0,Security staff,2.0,1.0,24432.31,29096.62,20,683.0,0,0,0
CST_134534,Nathan,36,F,N,N,0.0,120151.12,365244.0,Unknown,1.0,0.0,19348.13,21586.78,73,860.0,0,0,0
CST_159223,Sugiyama,27,F,N,N,0.0,114876.66,448.0,Cooking staff,1.0,0.0,12500.7,30405.94,10,764.0,0,0,0
CST_150586,Schuetze,29,M,Y,N,1.0,249103.65,614.0,Drivers,3.0,0.0,11286.58,48352.2,77,885.0,0,0,0
CST_119476,Richard Valdmanis,53,M,N,N,0.0,170864.19,564.0,Cooking staff,2.0,1.0,20253.7,18143.49,18,864.0,0,0,0
CST_107690,Huw Jones,54,M,Y,N,0.0,331486.95,2213.0,Laborers,2.0,0.0,60833.1,55052.19,63,768.0,0,0,0
CST_144902,"""John",51,F,Y,Y,0.0,191789.11,365244.0,Unknown,2.0,,18834.51,34042.27,92,729.0,0,0,0
CST_132789,Anahi,37,F,N,Y,0.0,181841.07,1899.0,Medicine staff,1.0,0.0,50483.23,35814.48,7,908.0,0,0,0
CST_107844,Alexei Oreskovic,23,F,N,Y,1.0,253450.74,914.0,Sales staff,2.0,0.0,65854.77,59278.62,59,743.0,0,0,0
CST_111552,en Klayman,30,F,N,Y,0.0,97551.76,1821.0,Sales staff,1.0,0.0,18901.51,18672.25,81,935.0,0,0,0
CST_157388,Bart,27,F,N,Y,0.0,309772.96,99.0,Sales staff,2.0,0.0,28962.36,64055.67,86,661.0,0,0,1
CST_163211,Frankel,51,M,Y,Y,0.0,467484.73,365247.0,Unknown,2.0,0.0,84331.35,76803.79,52,800.0,0,0,0
CST_127764,Ethan Bilby,42,F,N,Y,0.0,167402.37,365240.0,Unknown,2.0,0.0,32783.9,19824.79,49,722.0,0,0,0
CST_134192,Aruna,23,M,Y,N,1.0,232831.93,1498.0,Laborers,3.0,0.0,23213.13,44930.77,88,781.0,0,0,0
CST_136936,Paul,44,F,N,Y,0.0,179691.78,12876.0,Unknown,1.0,0.0,18474.08,40259.06,87,726.0,0,0,0
CST_117819,Phil Wahba,25,F,N,Y,0.0,366121.24,365246.0,Unknown,2.0,0.0,28250.75,41481.5,78,663.0,0,0,0
CST_162641,Campos,45,M,N,N,0.0,208450.57,2023.0,Laborers,2.0,1.0,41168.67,71380.32,57,802.0,0,0,0
CST_146007,Sagarika,55,F,N,Y,0.0,72966.24,1367.0,Sales staff,2.0,0.0,15642.26,9232.07,92,664.0,0,0,1
CST_101520,Douwe Miedema,30,M,N,Y,0.0,189171.37,2835.0,Laborers,2.0,0.0,29030.85,56966.73,15,907.0,0,0,0
CST_164352,Bull,51,M,Y,Y,1.0,234806.64,879.0,Core staff,3.0,0.0,38328.88,34930.08,3,849.0,0,0,0
CST_143508,David,55,F,N,Y,1.0,98014.7,459.0,Laborers,2.0,0.0,17578.32,20280.25,75,856.0,0,0,0
CST_140642,Angela,42,F,N,Y,0.0,156231.12,2683.0,Sales staff,1.0,0.0,42910.14,20845.39,67,847.0,0,0,0
CST_145922,Alonso,28,M,N,Y,0.0,145244.59,215.0,Laborers,2.0,0.0,29691.38,31074.74,32,851.0,0,0,0
CST_165149,Jourdan,31,F,N,Y,0.0,223627.4,4374.0,Laborers,2.0,0.0,27069.12,40427.16,96,775.0,0,0,0
CST_126908,Laurence Frost,38,F,,Y,,117685.13,336.0,Managers,2.0,0.0,40596.0,22980.21,84,944.0,0,0,0
CST_149313,Skariachan,54,F,Y,Y,2.0,209428.16,3625.0,Unknown,4.0,0.0,38298.06,51935.32,88,735.0,0,0,0
CST_130793,Luke,24,M,N,Y,0.0,71319.35,365245.0,Unknown,1.0,0.0,8445.2,22757.88,14,942.0,0,0,0
CST_110270,Luke Jeffs,33,F,N,Y,0.0,123667.32,2755.0,Laborers,2.0,1.0,21853.5,39340.14,65,882.0,0,0,0
CST_115792,Jonathan Stempel,54,F,N,Y,0.0,334404.45,7070.0,Managers,1.0,0.0,41187.9,60366.88,92,806.0,0,0,0
CST_111785,Tom Hals,26,F,N,Y,0.0,200004.79,1369.0,Managers,2.0,1.0,30304.15,49835.05,47,839.0,0,0,0
CST_140777,Karen,45,F,N,Y,1.0,156913.94,4078.0,Laborers,3.0,0.0,34585.5,58051.71,98,763.0,0,0,0
CST_154808,Aubin,41,F,Y,Y,0.0,272122.98,365251.0,Unknown,2.0,0.0,25883.38,76614.3,20,780.0,0,0,0
CST_126342,Katharina Bart,24,F,N,N,1.0,233590.33,2162.0,Laborers,3.0,0.0,39561.61,31684.08,6,655.0,0,0,0
CST_137073,Lefteris,51,M,Y,Y,1.0,294808.9,2413.0,Laborers,3.0,0.0,41887.02,63553.23,65,664.0,0,0,0
